record_id,section_code,section_name,nfa_status,manufacturer_or_make,model,caliber_or_gauge,serial_number_range,date_or_year_range,atf_classification_details,first_published_edition,latest_published_edition,in_2025_publication,in_2018_publication,in_2007_publication,full_raw_entry
CR-SectionII-0057,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning,model 92,cal. .44,,,"Centennial model 92 lever action rifle, cal. .44 Magnum.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Browning, Centennial model 92 lever action rifle, cal. .44 Magnum."
CR-SectionII-0058,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning,model High,cal. 9mm,,,"Centennial model High Power Pistol, cal. 9mm parabellum.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Browning, Centennial model High Power Pistol, cal. 9mm parabellum."
CR-SectionII-0059,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning,Model pistol,cal. 6.35mm,,,"""Baby"" Model pistol, Russian Contract, cal. 6.35mm.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Browning, ""Baby"" Model pistol, Russian Contract, cal. 6.35mm."
CR-SectionII-0060,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning,model pistol,caliber 6.35mm,,,"""Baby"" model pistol, Russian Contract, caliber 6.35mm.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Browning, ""Baby"" model pistol, Russian Contract, caliber 6.35mm."
CR-SectionII-0061,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning .22 caliber,,caliber .22.,,from 1956 to 1976,"semiautomatic rifles, Grade II, mfd. by Fabrique Nationale in Belgium from 1956 to 1976. Browning FN Medalist Gold Line and ""Renaissance"" engraved semiautomatic pistols, caliber .22.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Browning .22 caliber, semiautomatic rifles, Grade II, mfd. by Fabrique Nationale in Belgium from 1956 to 1976. Browning FN Medalist Gold Line and ""Renaissance"" engraved semiautomatic pistols, caliber .22."
CR-SectionII-0062,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning Arms Company,,cal. 9mm,,from 1954 to 1976,"“Renaissance” engraved FN Hi Power pistols, cal. 9mm, manufactured from 1954 to 1976.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Browning Arms Company, “Renaissance” engraved FN Hi Power pistols, cal. 9mm, manufactured from 1954 to 1976."
CR-SectionII-0063,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning FN,,cal. .22.,,,"Medalist Gold Line and ""Renaissance"" engraved semiautomatic pistols, cal. .22.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Browning FN, Medalist Gold Line and ""Renaissance"" engraved semiautomatic pistols, cal. .22."
CR-SectionII-0064,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning FN,Model 10/71,cal. .380.,,,"“Renaissance” Model 10/71 engraved semiautomatic pistols, cal. .380.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Browning FN, “Renaissance” Model 10/71 engraved semiautomatic pistols, cal. .380."
CR-SectionII-0065,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning FN,Model 1902,cal. 9mm,,,"Model 1902 (usually known as the Model 1903) semiautomatic pistol, cal. 9mm Browning long.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Browning FN, Model 1902 (usually known as the Model 1903) semiautomatic pistol, cal. 9mm Browning long."
CR-SectionII-0066,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning FN,Model 1910,,,,"Model 1910 semiautomatic pistols, calibers .32 and .380, marked ""Browning Arms Company."" Browning Superposed Bi-Centennial Ltd. Edition, shotgun.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Browning FN Model 1910 semiautomatic pistols, calibers .32 and .380, marked ""Browning Arms Company."" Browning Superposed Bi-Centennial Ltd. Edition, shotgun."
CR-SectionII-0067,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning FN,Model 1910,cal.,,,"Model 1910 semiautomatic pistols, cal.’s .32 and .380, marked ""Browning Arms Company."" Browning FN, “Renaissance” engraved semiautomatic pistols, cal. .25.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Browning FN, Model 1910 semiautomatic pistols, cal.’s .32 and .380, marked ""Browning Arms Company."" Browning FN, “Renaissance” engraved semiautomatic pistols, cal. .25."
CR-SectionII-0068,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning Hi Power,,,having S/Ns 245BC0001 through 45BC5000,,"Classic Edition, 9mm caliber pistol, having S/Ns 245BC0001 through 45BC5000.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Browning Hi Power, Classic Edition, 9mm caliber pistol, having S/Ns 245BC0001 through 45BC5000."
CR-SectionII-0069,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning Hi Power,,cal. 9mm,having S/Ns 245BC0001 through 45BC5000,,"Classic Edition, cal. 9mm pistol, having S/Ns 245BC0001 through 45BC5000.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Browning Hi Power, Classic Edition, cal. 9mm pistol, having S/Ns 245BC0001 through 45BC5000."
CR-SectionII-0070,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning High Power,,cal. 9mm,having S/Ns 245DD0001 through 245DD00150,,"D-Day Commemorative, cal. 9mm pistol, having S/Ns 245DD0001 through 245DD00150.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Browning High Power, D-Day Commemorative, cal. 9mm pistol, having S/Ns 245DD0001 through 245DD00150."
CR-SectionII-0071,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning High Power,,,having S/Ns 245GC0001 through 245GC0500,,"Gold Classic Edition, 9mm caliber pistol, having S/Ns 245GC0001 through 245GC0500.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Browning High Power, Gold Classic Edition, 9mm caliber pistol, having S/Ns 245GC0001 through 245GC0500."
CR-SectionII-0072,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning High Power,,cal. 9mm,having S/Ns 245GC0001 through 245GC0500,,"Gold Classic Edition, cal. 9mm pistol, having S/Ns 245GC0001 through 245GC0500.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Browning High Power, Gold Classic Edition, cal. 9mm pistol, having S/Ns 245GC0001 through 245GC0500."
CR-SectionII-0073,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Browning High Power D-Day Commemorative,,,having S/Ns 245DD0001 through 245DD00150,,"9mm caliber pistol, having S/Ns 245DD0001 through 245DD00150.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Browning High Power D-Day Commemorative, 9mm caliber pistol, having S/Ns 245DD0001 through 245DD00150."
CR-SectionII-0074,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Budischowsky,model TP70,cal. .25 ACP,S/N DB1,,"model TP70, semiautomatic pistol, cal. .25 ACP, with custom S/N DB1.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Budischowsky, model TP70, semiautomatic pistol, cal. .25 ACP, with custom S/N DB1."
CR-SectionII-0075,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Campo-Giro,model 1913,cal. 9mm,,,"model 1913 and 1913/16 pistol, cal. 9mm Largo.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Campo-Giro, model 1913 and 1913/16 pistol, cal. 9mm Largo."
CR-SectionII-0076,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Chapter 44,,,,from approx. 1907 to 1947,"the Gun Control Act of 1968.............................................................................................1 A.H. Fox, Double barrel shotguns, all gauges, all grades, mfd. by Ansley H. Fox, Philadelphia, PA, and Savage Arms, Utica, NY, from approx. 1907 to 1947.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2018),FALSE,TRUE,FALSE,"Chapter 44, the Gun Control Act of 1968.............................................................................................1 A.H. Fox, Double barrel shotguns, all gauges, all grades, mfd. by Ansley H. Fox, Philadelphia, PA, and Savage Arms, Utica, NY, from approx. 1907 to 1947."
CR-SectionII-0077,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Chinese,,cal.,,,"Peoples Republic of China, copy of German Walther PPK .32 ACP cal. w/Chinese proof marks, Type I and II.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Chinese, Peoples Republic of China, copy of German Walther PPK .32 ACP cal. w/Chinese proof marks, Type I and II."
CR-SectionII-0078,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Chinese,,cal. .32 ACP,,,"Peoples Republic of China, copy of German Walther PPK, cal. .32 ACP w/Chinese proof marks, Type I and II.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Chinese, Peoples Republic of China, copy of German Walther PPK, cal. .32 ACP w/Chinese proof marks, Type I and II."
CR-SectionII-0079,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Chinese,,cal. 7.65mm,,,"Peoples Republic of China, copy of Japanese Type Sigiura Shiki semiautomatic pistol, cal. 7.65mm.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Chinese, Peoples Republic of China, copy of Japanese Type Sigiura Shiki semiautomatic pistol, cal. 7.65mm."
CR-SectionII-0080,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Chinese,,caliber 7.65mm,,,"Peoples Republic of China, copy of Japanese Type Sigiura Shiki semiautomatic pistol, caliber 7.65mm.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Chinese, Peoples Republic of China, copy of Japanese Type Sigiura Shiki semiautomatic pistol, caliber 7.65mm."
CR-SectionII-0081,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Chinese Communist,,cal. 7.62mm,,,"types 51 and 54 (Tokarev) pistols, cal. 7.62mm.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Chinese Communist, types 51 and 54 (Tokarev) pistols, cal. 7.62mm."
CR-SectionII-0082,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Chylewski,,cal. 6.35mm,,,"semiautomatic pistol mfd. by S.I.G. Switzerland, cal. 6.35mm (.25 ACP).",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Chylewski, semiautomatic pistol mfd. by S.I.G. Switzerland, cal. 6.35mm (.25 ACP)."
CR-SectionII-0083,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Clement,,cal. 5mm,,,"pistol, Belgian manufacture, cal. 5mm Clement.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Clement, pistol, Belgian manufacture, cal. 5mm Clement."
CR-SectionII-0084,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,,having S/Ns from 0001SA to 82000SA,between 1956 and 1976,"Single Action Army (2nd Generation) revolvers, having S/Ns from 0001SA to 82000SA, all calibers, made between 1956 and 1976.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Colt , Single Action Army (2nd Generation) revolvers, having S/Ns from 0001SA to 82000SA, all calibers, made between 1956 and 1976."
CR-SectionII-0085,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,,,,"""Duke,"" Commemorative, .22 caliber revolver.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Colt, ""Duke,"" Commemorative, .22 caliber revolver."
CR-SectionII-0086,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,cal. .22,,,"""Duke,"" Commemorative, cal. .22 revolver.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Colt, ""Duke,"" Commemorative, cal. .22 revolver."
CR-SectionII-0087,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,cal.,S/N range of G0001RB - G3000RB,,"""The Right to Keep and Bear Arms"" commemorative, .22 cal. Peacemaker Buntline, single action revolver having a 7-1/2"" barrel with the inscription, ""The Right to Keep and Bear Arms"" inscribed on the barrel and a S/N range of G0001RB - G3000RB.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Colt, ""The Right to Keep and Bear Arms"" commemorative, .22 cal. Peacemaker Buntline, single action revolver having a 7-1/2"" barrel with the inscription, ""The Right to Keep and Bear Arms"" inscribed on the barrel and a S/N range of G0001RB - G3000RB."
CR-SectionII-0088,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,cal. .22,S/N range of G0001RB - G3000RB,,"""The Right to Keep and Bear Arms"" commemorative, cal. .22, Peacemaker Buntline, single action revolver having a 7-1/2"" barrel with the inscription, ""The Right to Keep and Bear Arms"" inscribed on the barrel and a S/N range of G0001RB - G3000RB.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Colt, ""The Right to Keep and Bear Arms"" commemorative, cal. .22, Peacemaker Buntline, single action revolver having a 7-1/2"" barrel with the inscription, ""The Right to Keep and Bear Arms"" inscribed on the barrel and a S/N range of G0001RB - G3000RB."
CR-SectionII-0089,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,cal. .45.,,,"150th Anniversary single action army buntline, cal. .45.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Colt, 150th Anniversary single action army buntline, cal. .45."
CR-SectionII-0090,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,,,,"Abilene, .22 (Kansas City-Cow Town).",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Colt, Abilene, .22 (Kansas City-Cow Town)."
CR-SectionII-0091,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,cal. .22,,,"Abilene, cal. .22 (Kansas City-Cow Town).",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Colt, Abilene, cal. .22 (Kansas City-Cow Town)."
CR-SectionII-0092,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,cal. .22,"S/N range from 1 to 10935 including those marked ""UNITED STATES PROPERTY"" on the right side of the frame",from 1931 to 1947,"Ace semiautomatic pistol, cal. .22, mfd. By Colt from 1931 to 1947, S/N range from 1 to 10935, including those marked “UNITED STATES PROPERTY” on the right side of the frame.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Colt, Ace semiautomatic pistol, cal. .22, mfd. By Colt from 1931 to 1947, S/N range from 1 to 10935, including those marked “UNITED STATES PROPERTY” on the right side of the frame."
CR-SectionII-0093,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,cal. .45.,,,"Age of Flight 75th Anniversary semiautomatic pistols, cal. .45.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Colt, Age of Flight 75th Anniversary semiautomatic pistols, cal. .45."
CR-SectionII-0094,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,cal. .38 Special,S/N range 1902LW – 90470LW,between 1951 and 1959,"Aircrewman revolver produced between 1951 and 1959, cal. .38 Special, marked ""Property of U.S. Air Force"" on back strap, having Air Force issue numbers of 1 - 1189 and in the S/N range 1902LW – 90470LW.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Colt, Aircrewman revolver produced between 1951 and 1959, cal. .38 Special, marked ""Property of U.S. Air Force"" on back strap, having Air Force issue numbers of 1 - 1189 and in the S/N range 1902LW – 90470LW."
CR-SectionII-0095,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,,,,"Alabama Sesquicentennial, .22.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Colt, Alabama Sesquicentennial, .22."
CR-SectionII-0096,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,cal. .22.,,,"Alabama Sesquicentennial, cal. .22.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Colt, Alabama Sesquicentennial, cal. .22."
CR-SectionII-0097,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,,,,"Alamo, .22 and .45.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Colt, Alamo, .22 and .45."
CR-SectionII-0098,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,cal.,,,"Alamo, cal.’s .22 and .45.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Colt, Alamo, cal.’s .22 and .45."
CR-SectionII-0099,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,cal. .45ACP,S/Ns 1 STAR,,"American Combat Companion Officers model, cal. .45ACP pistol marked ""1911 American Combat Companion 1981, 70 Years at America's Side."" Colt, American Combat Companion, Enlisted Man's model, cal. .45ACP pistol marked ""1911 American Combat Companion 1981, 70 Years at America's Side."" Colt, American Combat Companion, General Officers model, cal. .45ACP pistol marked ""1911 American Combat Companion 1981, 70 Years at America's Side."" S/Ns 1 STAR, 2 STAR 3 STAR, 4 STAR, and 5 STAR.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Colt, American Combat Companion Officers model, cal. .45ACP pistol marked ""1911 American Combat Companion 1981, 70 Years at America's Side."" Colt, American Combat Companion, Enlisted Man's model, cal. .45ACP pistol marked ""1911 American Combat Companion 1981, 70 Years at America's Side."" Colt, American Combat Companion, General Officers model, cal. .45ACP pistol marked ""1911 American Combat Companion 1981, 70 Years at America's Side."" S/Ns 1 STAR, 2 STAR 3 STAR, 4 STAR, and 5 STAR."
CR-SectionII-0100,Section II,Firearms Classified as Curios or Relics Under 18 U.S.C. Chapter 44 (GCA),GCA Only (Not NFA),Colt,,cal. .45ACP,S/Ns 1 STAR,,"American Combat Companion, Enlisted Man's Model, cal. .45ACP, pistol marked ""1911 American Combat Companion 1981, 70 Years at America's Side."" Colt, American Combat Companion, General Officers Model, cal. .45ACP, pistol marked ""1911 American Combat Companion 1981, 70 Years at America's Side."" S/Ns 1 STAR, 2 STAR, 3 STAR, 4 STAR, and 5 STAR.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Colt, American Combat Companion, Enlisted Man's Model, cal. .45ACP, pistol marked ""1911 American Combat Companion 1981, 70 Years at America's Side."" Colt, American Combat Companion, General Officers Model, cal. .45ACP, pistol marked ""1911 American Combat Companion 1981, 70 Years at America's Side."" S/Ns 1 STAR, 2 STAR, 3 STAR, 4 STAR, and 5 STAR."
