record_id,section_code,section_name,nfa_status,manufacturer_or_make,model,caliber_or_gauge,serial_number_range,date_or_year_range,atf_classification_details,first_published_edition,latest_published_edition,in_2025_publication,in_2018_publication,in_2007_publication,full_raw_entry
CR-SectionIII-0914,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 292933,,"Model 1894 or 94 carbine, cal. .44-40, S/N 292933, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 292933, with 15-inch barrel."
CR-SectionIII-0915,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 375792,,"Model 1894 or 94 carbine, cal. .44-40, S/N 375792, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 375792, with 15-inch barrel."
CR-SectionIII-0916,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 376768,,"Model 1894 or 94 carbine, cal. .44-40, S/N 376768, with 15 1/4-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 376768, with 15 1/4-inch barrel."
CR-SectionIII-0917,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 381443,,"Model 1894 or 94 carbine, cal. .44-40, S/N 381443, with 15 1/4-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 381443, with 15 1/4-inch barrel."
CR-SectionIII-0918,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 383279,,"Model 1894 or 94 carbine, cal. .44-40, S/N 383279, with 15 1/8-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 383279, with 15 1/8-inch barrel."
CR-SectionIII-0919,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 383384,,"Model 1894 or 94 carbine, cal. .44-40, S/N 383384, with 15-inch barrel, “Policias Fiscales Chile”.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 383384, with 15-inch barrel, “Policias Fiscales Chile”."
CR-SectionIII-0920,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 384130,,"Model 1894 or 94 carbine, cal. .44-40, S/N 384130, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 384130, with 15-inch barrel."
CR-SectionIII-0921,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 386242,,"Model 1894 or 94 carbine, cal. .44-40, S/N 386242, with 15 1/4-inch barrel, “Policias Fiscales Chile”.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 386242, with 15 1/4-inch barrel, “Policias Fiscales Chile”."
CR-SectionIII-0922,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 386300,,"Model 1894 or 94 carbine, cal. .44-40, S/N 386300, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2025),ATF C&R List (Jan 1972 - Apr 2025),TRUE,FALSE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 386300, with 15-inch barrel."
CR-SectionIII-0923,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 386485,,"Model 1894 or 94 carbine, cal. .44-40, S/N 386485, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 386485, with 15-inch barrel."
CR-SectionIII-0924,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 386503,,"Model 1894 or 94 carbine, cal. .44-40, S/N 386503, with 15-inch barrel, “Policias Fiscales Chile”.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 386503, with 15-inch barrel, “Policias Fiscales Chile”."
CR-SectionIII-0925,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 386612,,"Model 1894 or 94 carbine, cal. .44-40, S/N 386612, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 386612, with 15-inch barrel."
CR-SectionIII-0926,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 398492,,"Model 1894 or 94 carbine, cal. .44-40, S/N 398492, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 398492, with 15-inch barrel."
CR-SectionIII-0927,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 398586,,"Model 1894 or 94 carbine, cal. .44-40, S/N 398586, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 398586, with 15-inch barrel."
CR-SectionIII-0928,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 407596,,"Model 1894 or 94 carbine, cal. .44-40, S/N 407596, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 407596, with 15-inch barrel."
CR-SectionIII-0929,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 421436,,"Model 1894 or 94 carbine, cal. .44-40, S/N 421436, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 421436, with 15-inch barrel."
CR-SectionIII-0930,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 421446,,"Model 1894 or 94 carbine, cal. .44-40, S/N 421446, with 15 1/4-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 421446, with 15 1/4-inch barrel."
CR-SectionIII-0931,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 421459,,"Model 1894 or 94 carbine, cal. .44-40, S/N 421459, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 421459, with 15-inch barrel."
CR-SectionIII-0932,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 421483,,"Model 1894 or 94 carbine, cal. .44-40, S/N 421483, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 421483, with 15-inch barrel."
CR-SectionIII-0933,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 421506,,"Model 1894 or 94 carbine, cal. .44-40, S/N 421506, with 15 1/8-inch barrel.",ATF C&R List (Jan 1972 - Apr 2025),ATF C&R List (Jan 1972 - Apr 2025),TRUE,FALSE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 421506, with 15 1/8-inch barrel."
CR-SectionIII-0934,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 425030,,"Model 1894 or 94 carbine, cal. .44-40, S/N 425030, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 425030, with 15-inch barrel."
CR-SectionIII-0935,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 425082,,"Model 1894 or 94 carbine, cal. .44-40, S/N 425082, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 425082, with 15-inch barrel."
CR-SectionIII-0936,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 425194,,"Model 1894 or 94 carbine, cal. .44-40, S/N 425194, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 425194, with 15-inch barrel."
CR-SectionIII-0937,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 426868,,"Model 1894 or 94 carbine, cal. .44-40, S/N 426868, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 426868, with 15-inch barrel."
CR-SectionIII-0938,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N 427022,,"Model 1894 or 94 carbine, cal. .44-40, S/N 427022, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N 427022, with 15-inch barrel."
CR-SectionIII-0939,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N D7682,,"Model 1894 or 94 carbine, cal. .44-40, S/N D7682, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N D7682, with 15-inch barrel."
CR-SectionIII-0940,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1894,cal. .44-40,S/N D7720,,"Model 1894 or 94 carbine, cal. .44-40, S/N D7720, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1894 or 94 carbine, cal. .44-40, S/N D7720, with 15-inch barrel."
CR-SectionIII-0941,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1895,cal. .38-56,S/N 167406,,"Model 1895 or 95 carbine, cal. .38-56, with 15-inch barrel, S/N 167406.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Marlin Model 1895 or 95 carbine, cal. .38-56, with 15-inch barrel, S/N 167406."
CR-SectionIII-0942,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1895,cal. .40-65,S/Ns 313644,,"Model 1895 or 95 carbine, cal. .40-65, with 15-inch barrel, S/Ns 313644, 315054.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Marlin Model 1895 or 95 carbine, cal. .40-65, with 15-inch barrel, S/Ns 313644, 315054."
CR-SectionIII-0943,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1895,cal. .45-70,S/Ns 313669,,"Model 1895 or 95 carbine, cal. .45-70, with 15-inch barrel, S/Ns 313669, 313673, 313683, 313684, 313688.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Marlin Model 1895 or 95 carbine, cal. .45-70, with 15-inch barrel, S/Ns 313669, 313673, 313683, 313684, 313688."
CR-SectionIII-0944,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1895,cal. .38-56,S/N 167406,,"Model 1895 or 95 carbine, cal. .38-56, S/N 167406, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1895 or 95 carbine, cal. .38-56, S/N 167406, with 15-inch barrel."
CR-SectionIII-0945,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1895,cal. .40-65,S/N 313644,,"Model 1895 or 95 carbine, cal. .40-65, S/N 313644, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1895 or 95 carbine, cal. .40-65, S/N 313644, with 15-inch barrel."
CR-SectionIII-0946,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1895,cal. .40-65,S/N 315054,,"Model 1895 or 95 carbine, cal. .40-65, S/N 315054, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1895 or 95 carbine, cal. .40-65, S/N 315054, with 15-inch barrel."
CR-SectionIII-0947,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1895,cal. .45-70,S/N 313669,,"Model 1895 or 95 carbine, cal. .45-70, S/N 313669, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1895 or 95 carbine, cal. .45-70, S/N 313669, with 15-inch barrel."
CR-SectionIII-0948,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1895,cal. .45-70,S/N 313673,,"Model 1895 or 95 carbine, cal. .45-70, S/N 313673, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1895 or 95 carbine, cal. .45-70, S/N 313673, with 15-inch barrel."
CR-SectionIII-0949,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1895,cal. .45-70,S/N 313683,,"Model 1895 or 95 carbine, cal. .45-70, S/N 313683, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1895 or 95 carbine, cal. .45-70, S/N 313683, with 15-inch barrel."
CR-SectionIII-0950,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1895,cal. .45-70,S/N 313684,,"Model 1895 or 95 carbine, cal. .45-70, S/N 313684, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1895 or 95 carbine, cal. .45-70, S/N 313684, with 15-inch barrel."
CR-SectionIII-0951,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1895,cal. .45-70,S/N 313688,,"Model 1895 or 95 carbine, cal. .45-70, S/N 313688, with 15-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1895 or 95 carbine, cal. .45-70, S/N 313688, with 15-inch barrel."
CR-SectionIII-0952,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 1895,cal. .45-90,S/N 319654,,"Model 1895 or 95 carbine, cal. .45-90, S/N 319654, with 15 1/4-inch barrel, Saddle Ring.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin, Model 1895 or 95 carbine, cal. .45-90, S/N 319654, with 15 1/4-inch barrel, Saddle Ring."
CR-SectionIII-0953,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin,Model 93,caliber .32,S/N 3375,,"Model 93, caliber .32 H.P.S., S/N 3375, with 15-inch barrel.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Marlin Model 93, caliber .32 H.P.S., S/N 3375, with 15-inch barrel."
CR-SectionIII-0954,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin Firearms,Model 1889,,S/N 23,,"Model 1889, factory cut-away rifle, S/N 23, with a 4-½ inch barrel, no magazine tube.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin Firearms, Model 1889, factory cut-away rifle, S/N 23, with a 4-½ inch barrel, no magazine tube."
CR-SectionIII-0955,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Marlin Firearms,Model 1889,,S/N 29533,,"Model 1889, factory cut-away rifle, S/N 29533, with a 5-inch barrel.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Marlin Firearms, Model 1889, factory cut-away rifle, S/N 29533, with a 5-inch barrel."
CR-SectionIII-0956,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Mauser,Carbine,,,,"Pistol-Carbine, model 1896, 7.63mm, with shoulder stock and 11-3/4"" to 16"" barrel.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Mauser, Pistol-Carbine, model 1896, 7.63mm, with shoulder stock and 11-3/4"" to 16"" barrel."
CR-SectionIII-0957,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Mauser,Luger,cal. 9mm,,,"commercial Luger Artillery Model semiautomatic pistols, cal. 9mm, Mauser banner marked, produced under contract for the Royal Thai Police accompanied by original, German mfd., detachable wooden shoulder stocks.",ATF P 5300.11 (Dec 2007),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,TRUE,"Mauser, commercial Luger Artillery Model semiautomatic pistols, cal. 9mm, Mauser banner marked, produced under contract for the Royal Thai Police accompanied by original, German mfd., detachable wooden shoulder stocks."
CR-SectionIII-0958,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Mauser,Model 1896,caliber.,,prior to 1940,"Model 1896 semiautomatic pistol accompanied by original German mfd. detachable wooden holster/shoulder stocks, all semiautomatic German mfd. variations produced prior to 1940, any caliber.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Mauser, Model 1896 semiautomatic pistol accompanied by original German mfd. detachable wooden holster/shoulder stocks, all semiautomatic German mfd. variations produced prior to 1940, any caliber."
CR-SectionIII-0959,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Mauser,Model 1896,cal. 7.63mm,,,"Model 1896, cal. 7.63mm Mauser, pistol-carbine with accompanying shoulder stock, having a barrel length of from 11-3/4"" to 16"".",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Mauser, Model 1896, cal. 7.63mm Mauser, pistol-carbine with accompanying shoulder stock, having a barrel length of from 11-3/4"" to 16""."
CR-SectionIII-0960,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Mauser,Model 1896,cal.,,prior to 1940,"Model 1896, semiautomatic pistol, as produced by Mauser prior to 1940 accompanied by original German mfd. detachable holster/shoulder stocks, any cal.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Mauser, Model 1896, semiautomatic pistol, as produced by Mauser prior to 1940 accompanied by original German mfd. detachable holster/shoulder stocks, any cal."
CR-SectionIII-0961,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Mauser,Model 1902,cal. 7.63 x 25mm,,,"Model 1902, 6 and 10 shot magazine capacity, semiautomatic pistols in cal. 7.63 x 25mm (.30 Mauser), having the distinctive hammer safety, barrel lengths of either 3.9 or 5.5"", and accompanied by an original detachable wooden holster/shoulder stock.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Mauser, Model 1902, 6 and 10 shot magazine capacity, semiautomatic pistols in cal. 7.63 x 25mm (.30 Mauser), having the distinctive hammer safety, barrel lengths of either 3.9 or 5.5"", and accompanied by an original detachable wooden holster/shoulder stock."
CR-SectionIII-0962,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Mauser,Model 1902,cal. 7.63 x 25mm,,,"Model 1902, 6 and 10-shot magazine capacity, semiautomatic pistols, cal. 7.63 x 25mm (.30 Mauser), having the distinctive hammer safety, barrel lengths of either 3.9 or 5.5"", and accompanied by an original detachable wooden holster/shoulder stock.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Mauser, Model 1902, 6 and 10-shot magazine capacity, semiautomatic pistols, cal. 7.63 x 25mm (.30 Mauser), having the distinctive hammer safety, barrel lengths of either 3.9 or 5.5"", and accompanied by an original detachable wooden holster/shoulder stock."
CR-SectionIII-0963,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Mauser,Model 1912/14,,,,"Model 1912/14 pistol, 9mm Mauser short or .45 ACP, with original detachable wooden holster/shoulder stock and 5"" barrel. Mauser Parabellum 75th Year Commemorative Luger Karabiner with accompanying shoulder stock.",ATF P 5300.11 (Dec 2007),ATF P 5300.11 (Dec 2007),FALSE,FALSE,TRUE,"Mauser, Model 1912/14 pistol, 9mm Mauser short or .45 ACP, with original detachable wooden holster/shoulder stock and 5"" barrel. Mauser Parabellum 75th Year Commemorative Luger Karabiner with accompanying shoulder stock."
CR-SectionIII-0964,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Mauser,Model 1912/14,cal. 9mm,,,"Model 1912/14, cal. 9mm Mauser (Short), Export pistol with accompanying shoulder stock and having a barrel length of 5"".",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Mauser, Model 1912/14, cal. 9mm Mauser (Short), Export pistol with accompanying shoulder stock and having a barrel length of 5""."
CR-SectionIII-0965,Section III,Firearms Removed from NFA Provisions and Classified as Curios or Relics Under 18 U.S.C. Chapter 44,Exempt from NFA (Removed from NFA),Mauser,Model 1912/14,cal. 9mm,,,"Model 1912/14, cal. 9mm Parabellum, Export pistol with accompanying shoulder stock.",ATF C&R List (Jan 1972 - Apr 2018),ATF C&R List (Jan 1972 - Apr 2025),TRUE,TRUE,FALSE,"Mauser, Model 1912/14, cal. 9mm Parabellum, Export pistol with accompanying shoulder stock."
